State,District ,Crop,Season
Uttar Pradesh,BAHRAICH,Groundnut,Kharif     
Uttar Pradesh,BALLIA,Groundnut,Kharif     
Uttar Pradesh,BALRAMPUR,Groundnut,Kharif     
Uttar Pradesh,BANDA,Groundnut,Kharif     
Uttar Pradesh,BARABANKI,Groundnut,Kharif     
Uttar Pradesh,BAREILLY,Groundnut,Kharif     
Uttar Pradesh,BASTI,Groundnut,Kharif     
Uttar Pradesh,BIJNOR,Groundnut,Kharif     
Uttar Pradesh,BUDAUN,Groundnut,Kharif     
Uttar Pradesh,BULANDSHAHR,Groundnut,Kharif     
Uttar Pradesh,CHANDAULI,Groundnut,Kharif     
Uttar Pradesh,CHITRAKOOT,Groundnut,Kharif     
Uttar Pradesh,DEHRADUN,Groundnut,Kharif     
Uttar Pradesh,DEORIA,Groundnut,Kharif     
Uttar Pradesh,ETAH,Groundnut,Kharif     
Uttar Pradesh,ETAWAH,Groundnut,Kharif     
Uttar Pradesh,FAIZABAD,Groundnut,Kharif     
Uttar Pradesh,FARRUKHABAD,Groundnut,Kharif     
Uttar Pradesh,FATEHPUR,Groundnut,Kharif     
Uttar Pradesh,FIROZABAD,Groundnut,Kharif     
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Groundnut,Kharif     
Uttar Pradesh,GHAZIPUR,Groundnut,Kharif     
Uttar Pradesh,GONDA,Groundnut,Kharif     
Uttar Pradesh,GORAKHPUR,Groundnut,Kharif     
Uttar Pradesh,HAMIRPUR,Groundnut,Kharif     
Uttar Pradesh,HARDOI,Groundnut,Kharif     
Uttar Pradesh,HARIDWAR,Groundnut,Kharif     
Uttar Pradesh,HATHRAS,Groundnut,Kharif     
Uttar Pradesh,JALAUN,Groundnut,Kharif     
Uttar Pradesh,JAUNPUR,Groundnut,Kharif     
Uttar Pradesh,JHANSI,Groundnut,Kharif     
Uttar Pradesh,KANNAUJ,Groundnut,Kharif     
Uttar Pradesh,KANPUR DEHAT,Groundnut,Kharif     
Uttar Pradesh,KANPUR NAGAR,Groundnut,Kharif     
Uttar Pradesh,KASGANJ,Groundnut,Kharif     
Uttar Pradesh,KAUSHAMBI,Groundnut,Kharif     
Uttar Pradesh,KHERI,Groundnut,Kharif     
Uttar Pradesh,KUSHI NAGAR,Groundnut,Kharif     
Uttar Pradesh,LALITPUR,Groundnut,Kharif     
Uttar Pradesh,LUCKNOW,Groundnut,Kharif     
Uttar Pradesh,MAHARAJGANJ,Groundnut,Kharif     
Uttar Pradesh,MAHOBA,Groundnut,Kharif     
Uttar Pradesh,MAINPURI,Groundnut,Kharif     
Uttar Pradesh,MATHURA,Groundnut,Kharif     
Uttar Pradesh,MAU,Groundnut,Kharif     
Uttar Pradesh,MEERUT,Groundnut,Kharif     
Uttar Pradesh,MIRZAPUR,Groundnut,Kharif     
Uttar Pradesh,MORADABAD,Groundnut,Kharif     
Uttar Pradesh,MUZAFFARNAGAR,Groundnut,Kharif     
Uttar Pradesh,NAINITAL,Groundnut,Kharif     
Uttar Pradesh,PILIBHIT,Groundnut,Kharif     
Uttar Pradesh,PRATAPGARH,Groundnut,Kharif     
Uttar Pradesh,RAE BARELI,Groundnut,Kharif     
Uttar Pradesh,RAMPUR,Groundnut,Kharif     
Uttar Pradesh,SAHARANPUR,Groundnut,Kharif     
Uttar Pradesh,SAMBHAL,Groundnut,Kharif     
Uttar Pradesh,SANT KABEER NAGAR,Groundnut,Kharif     
Uttar Pradesh,SANT RAVIDAS NAGAR,Groundnut,Kharif     
Uttar Pradesh,SHAHJAHANPUR,Groundnut,Kharif     
Uttar Pradesh,SHRAVASTI,Groundnut,Kharif     
Uttar Pradesh,SIDDHARTH NAGAR,Groundnut,Kharif     
Uttar Pradesh,SITAPUR,Groundnut,Kharif     
Uttar Pradesh,SONBHADRA,Groundnut,Kharif     
Uttar Pradesh,SULTANPUR,Groundnut,Kharif     
Uttar Pradesh,UDAM SINGH NAGAR,Groundnut,Kharif     
Uttar Pradesh,UNNAO,Groundnut,Kharif     
Uttar Pradesh,VARANASI,Groundnut,Kharif     
Uttar Pradesh,AGRA,Guar seed,Whole Year 
Uttar Pradesh,ALIGARH,Guar seed,Whole Year 
Uttar Pradesh,ALLAHABAD,Guar seed,Whole Year 
Uttar Pradesh,AMBEDKAR NAGAR,Guar seed,Whole Year 
Uttar Pradesh,AMETHI,Guar seed,Kharif     
Uttar Pradesh,AMROHA,Guar seed,Kharif     
Uttar Pradesh,AURAIYA,Guar seed,Whole Year 
Uttar Pradesh,AZAMGARH,Guar seed,Whole Year 
Uttar Pradesh,BAHRAICH,Guar seed,Whole Year 
Uttar Pradesh,BALLIA,Guar seed,Whole Year 
Uttar Pradesh,BALRAMPUR,Guar seed,Whole Year 
Uttar Pradesh,BANDA,Guar seed,Whole Year 
Uttar Pradesh,BARABANKI,Guar seed,Whole Year 
Uttar Pradesh,BAREILLY,Guar seed,Whole Year 
Uttar Pradesh,BASTI,Guar seed,Whole Year 
Uttar Pradesh,BIJNOR,Guar seed,Whole Year 
Uttar Pradesh,BUDAUN,Guar seed,Whole Year 
Uttar Pradesh,BULANDSHAHR,Guar seed,Whole Year 
Uttar Pradesh,CHANDAULI,Guar seed,Whole Year 
Uttar Pradesh,CHITRAKOOT,Guar seed,Whole Year 
Uttar Pradesh,DEORIA,Guar seed,Whole Year 
Uttar Pradesh,ETAH,Guar seed,Whole Year 
Uttar Pradesh,ETAWAH,Guar seed,Whole Year 
Uttar Pradesh,FAIZABAD,Guar seed,Whole Year 
Uttar Pradesh,FARRUKHABAD,Guar seed,Whole Year 
Uttar Pradesh,FATEHPUR,Guar seed,Whole Year 
Uttar Pradesh,FIROZABAD,Guar seed,Whole Year 
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Guar seed,Whole Year 
Uttar Pradesh,GHAZIABAD,Guar seed,Kharif     
Uttar Pradesh,GHAZIPUR,Guar seed,Whole Year 
Uttar Pradesh,GONDA,Guar seed,Whole Year 
Uttar Pradesh,GORAKHPUR,Guar seed,Whole Year 
Uttar Pradesh,HAMIRPUR,Guar seed,Whole Year 
Uttar Pradesh,HARDOI,Guar seed,Whole Year 
Uttar Pradesh,HATHRAS,Guar seed,Whole Year 
Uttar Pradesh,JALAUN,Guar seed,Whole Year 
Uttar Pradesh,JAUNPUR,Guar seed,Whole Year 
Uttar Pradesh,JHANSI,Guar seed,Whole Year 
Uttar Pradesh,KANNAUJ,Guar seed,Whole Year 
Uttar Pradesh,KANPUR DEHAT,Guar seed,Whole Year 
Uttar Pradesh,KANPUR NAGAR,Guar seed,Whole Year 
Uttar Pradesh,KASGANJ,Guar seed,Kharif     
Uttar Pradesh,KAUSHAMBI,Guar seed,Whole Year 
Uttar Pradesh,KHERI,Guar seed,Whole Year 
Uttar Pradesh,KUSHI NAGAR,Guar seed,Whole Year 
Uttar Pradesh,LUCKNOW,Guar seed,Whole Year 
Uttar Pradesh,MAHARAJGANJ,Guar seed,Whole Year 
Uttar Pradesh,MAHOBA,Guar seed,Whole Year 
Uttar Pradesh,MAINPURI,Guar seed,Whole Year 
Uttar Pradesh,MATHURA,Guar seed,Whole Year 
Uttar Pradesh,MAU,Guar seed,Whole Year 
Uttar Pradesh,MEERUT,Guar seed,Kharif     
Uttar Pradesh,MIRZAPUR,Guar seed,Whole Year 
Uttar Pradesh,MORADABAD,Guar seed,Whole Year 
Uttar Pradesh,PILIBHIT,Guar seed,Whole Year 
Uttar Pradesh,PRATAPGARH,Guar seed,Whole Year 
Uttar Pradesh,RAE BARELI,Guar seed,Whole Year 
Uttar Pradesh,RAMPUR,Guar seed,Whole Year 
Uttar Pradesh,SAHARANPUR,Guar seed,Whole Year 
Uttar Pradesh,SAMBHAL,Guar seed,Kharif     
Uttar Pradesh,SANT KABEER NAGAR,Guar seed,Whole Year 
Uttar Pradesh,SANT RAVIDAS NAGAR,Guar seed,Whole Year 
Uttar Pradesh,SHAHJAHANPUR,Guar seed,Whole Year 
Uttar Pradesh,SHRAVASTI,Guar seed,Whole Year 
Uttar Pradesh,SIDDHARTH NAGAR,Guar seed,Whole Year 
Uttar Pradesh,SITAPUR,Guar seed,Whole Year 
Uttar Pradesh,SONBHADRA,Guar seed,Whole Year 
Uttar Pradesh,SULTANPUR,Guar seed,Whole Year 
Uttar Pradesh,UNNAO,Guar seed,Whole Year 
Uttar Pradesh,VARANASI,Guar seed,Whole Year 
Uttar Pradesh,AGRA,Jowar,Kharif     
Uttar Pradesh,ALIGARH,Jowar,Kharif     
Uttar Pradesh,ALLAHABAD,Jowar,Kharif     
Uttar Pradesh,AMBEDKAR NAGAR,Jowar,Kharif     
Uttar Pradesh,AMETHI,Jowar,Kharif     
Uttar Pradesh,AMROHA,Jowar,Kharif     
Uttar Pradesh,AURAIYA,Jowar,Kharif     
Uttar Pradesh,AZAMGARH,Jowar,Kharif     
Uttar Pradesh,BAGHPAT,Jowar,Kharif     
Uttar Pradesh,BAHRAICH,Jowar,Kharif     
Uttar Pradesh,BALLIA,Jowar,Kharif     
Uttar Pradesh,BALRAMPUR,Jowar,Kharif     
Uttar Pradesh,BANDA,Jowar,Kharif     
Uttar Pradesh,BARABANKI,Jowar,Kharif     
Uttar Pradesh,BAREILLY,Jowar,Kharif     
Uttar Pradesh,BASTI,Jowar,Kharif     
Uttar Pradesh,BIJNOR,Jowar,Kharif     
Uttar Pradesh,BUDAUN,Jowar,Kharif     
Uttar Pradesh,BULANDSHAHR,Jowar,Kharif     
Uttar Pradesh,CHANDAULI,Jowar,Kharif     
Uttar Pradesh,CHITRAKOOT,Jowar,Kharif     
Uttar Pradesh,DEORIA,Jowar,Kharif     
Uttar Pradesh,ETAH,Jowar,Kharif     
Uttar Pradesh,ETAWAH,Jowar,Kharif     
Uttar Pradesh,FAIZABAD,Jowar,Kharif     
Uttar Pradesh,FARRUKHABAD,Jowar,Kharif     
Uttar Pradesh,FATEHPUR,Jowar,Kharif     
Uttar Pradesh,FIROZABAD,Jowar,Kharif     
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Jowar,Kharif     
Uttar Pradesh,GHAZIABAD,Jowar,Kharif     
Uttar Pradesh,GHAZIPUR,Jowar,Kharif     
Uttar Pradesh,GONDA,Jowar,Kharif     
Uttar Pradesh,GORAKHPUR,Jowar,Kharif     
Uttar Pradesh,HAMIRPUR,Jowar,Kharif     
Uttar Pradesh,HARDOI,Jowar,Kharif     
Uttar Pradesh,HARIDWAR,Jowar,Kharif     
Uttar Pradesh,HATHRAS,Jowar,Kharif     
Uttar Pradesh,JALAUN,Jowar,Kharif     
Uttar Pradesh,JAUNPUR,Jowar,Kharif     
Uttar Pradesh,JHANSI,Jowar,Kharif     
Uttar Pradesh,KANNAUJ,Jowar,Kharif     
Uttar Pradesh,KANPUR DEHAT,Jowar,Kharif     
Uttar Pradesh,KANPUR NAGAR,Jowar,Kharif     
Uttar Pradesh,KASGANJ,Jowar,Kharif     
Uttar Pradesh,KAUSHAMBI,Jowar,Kharif     
Uttar Pradesh,KHERI,Jowar,Kharif     
Uttar Pradesh,KUSHI NAGAR,Jowar,Kharif     
Uttar Pradesh,LALITPUR,Jowar,Kharif     
Uttar Pradesh,LUCKNOW,Jowar,Kharif     
Uttar Pradesh,MAHARAJGANJ,Jowar,Kharif     
Uttar Pradesh,MAHOBA,Jowar,Kharif     
Uttar Pradesh,MAINPURI,Jowar,Kharif     
Uttar Pradesh,MATHURA,Jowar,Kharif     
Uttar Pradesh,MAU,Jowar,Kharif     
Uttar Pradesh,MEERUT,Jowar,Kharif     
Uttar Pradesh,MIRZAPUR,Jowar,Kharif     
Uttar Pradesh,MORADABAD,Jowar,Kharif     
Uttar Pradesh,MUZAFFARNAGAR,Jowar,Kharif     
Uttar Pradesh,PILIBHIT,Jowar,Kharif     
Uttar Pradesh,PRATAPGARH,Jowar,Kharif     
Uttar Pradesh,RAE BARELI,Jowar,Kharif     
Uttar Pradesh,RAMPUR,Jowar,Kharif     
Uttar Pradesh,SAMBHAL,Jowar,Kharif     
Uttar Pradesh,SANT KABEER NAGAR,Jowar,Kharif     
Uttar Pradesh,SANT RAVIDAS NAGAR,Jowar,Kharif     
Uttar Pradesh,SHAHJAHANPUR,Jowar,Kharif     
Uttar Pradesh,SHRAVASTI,Jowar,Kharif     
Uttar Pradesh,SIDDHARTH NAGAR,Jowar,Kharif     
Uttar Pradesh,SITAPUR,Jowar,Kharif     
Uttar Pradesh,SONBHADRA,Jowar,Kharif     
Uttar Pradesh,SULTANPUR,Jowar,Kharif     
Uttar Pradesh,UNNAO,Jowar,Kharif     
Uttar Pradesh,VARANASI,Jowar,Kharif     
Uttar Pradesh,AGRA,Jute,Kharif     
Uttar Pradesh,BAHRAICH,Jute,Kharif     
Uttar Pradesh,GONDA,Jute,Kharif     
Uttar Pradesh,KANNAUJ,Jute,Kharif     
Uttar Pradesh,KHERI,Jute,Kharif     
Uttar Pradesh,SHRAVASTI,Jute,Kharif     
Uttar Pradesh,UNNAO,Jute,Kharif     
Uttar Pradesh,AGRA,Linseed,Rabi       
Uttar Pradesh,ALIGARH,Linseed,Rabi       
Uttar Pradesh,ALLAHABAD,Linseed,Rabi       
Uttar Pradesh,AMBEDKAR NAGAR,Linseed,Rabi       
Uttar Pradesh,AMETHI,Linseed,Rabi       
Uttar Pradesh,AMROHA,Linseed,Rabi       
Uttar Pradesh,AURAIYA,Linseed,Rabi       
Uttar Pradesh,AZAMGARH,Linseed,Rabi       
Uttar Pradesh,BAGHPAT,Linseed,Rabi       
Uttar Pradesh,BAHRAICH,Linseed,Rabi       
Uttar Pradesh,BALLIA,Linseed,Rabi       
Uttar Pradesh,BALRAMPUR,Linseed,Rabi       
Uttar Pradesh,BANDA,Linseed,Rabi       
Uttar Pradesh,BARABANKI,Linseed,Rabi       
Uttar Pradesh,BAREILLY,Linseed,Rabi       
Uttar Pradesh,BASTI,Linseed,Rabi       
Uttar Pradesh,BIJNOR,Linseed,Rabi       
Uttar Pradesh,BUDAUN,Linseed,Rabi       
Uttar Pradesh,BULANDSHAHR,Linseed,Rabi       
Uttar Pradesh,CHANDAULI,Linseed,Rabi       
Uttar Pradesh,CHITRAKOOT,Linseed,Rabi       
Uttar Pradesh,DEHRADUN,Linseed,Rabi       
Uttar Pradesh,DEORIA,Linseed,Rabi       
Uttar Pradesh,ETAH,Linseed,Rabi       
Uttar Pradesh,ETAWAH,Linseed,Rabi       
Uttar Pradesh,FAIZABAD,Linseed,Rabi       
Uttar Pradesh,FARRUKHABAD,Linseed,Rabi       
Uttar Pradesh,FATEHPUR,Linseed,Rabi       
Uttar Pradesh,FIROZABAD,Linseed,Rabi       
Uttar Pradesh,GHAZIABAD,Linseed,Rabi       
Uttar Pradesh,GHAZIPUR,Linseed,Rabi       
Uttar Pradesh,GONDA,Linseed,Rabi       
Uttar Pradesh,GORAKHPUR,Linseed,Rabi       
Uttar Pradesh,HAMIRPUR,Linseed,Rabi       
Uttar Pradesh,HARDOI,Linseed,Rabi       
Uttar Pradesh,HARIDWAR,Linseed,Rabi       
Uttar Pradesh,HATHRAS,Linseed,Rabi       
Uttar Pradesh,JALAUN,Linseed,Rabi       
Uttar Pradesh,JAUNPUR,Linseed,Rabi       
Uttar Pradesh,JHANSI,Linseed,Rabi       
Uttar Pradesh,KANNAUJ,Linseed,Rabi       
Uttar Pradesh,KANPUR DEHAT,Linseed,Rabi       
Uttar Pradesh,KANPUR NAGAR,Linseed,Rabi       
Uttar Pradesh,KASGANJ,Linseed,Rabi       
Uttar Pradesh,KAUSHAMBI,Linseed,Rabi       
Uttar Pradesh,KHERI,Linseed,Rabi       
Uttar Pradesh,KUSHI NAGAR,Linseed,Rabi       
Uttar Pradesh,LALITPUR,Linseed,Rabi       
Uttar Pradesh,LUCKNOW,Linseed,Rabi       
Uttar Pradesh,MAHARAJGANJ,Linseed,Rabi       
Uttar Pradesh,MAHOBA,Linseed,Rabi       
Uttar Pradesh,MAINPURI,Linseed,Rabi       
Uttar Pradesh,MATHURA,Linseed,Rabi       
Uttar Pradesh,MAU,Linseed,Rabi       
Uttar Pradesh,MEERUT,Linseed,Rabi       
Uttar Pradesh,MIRZAPUR,Linseed,Rabi       
Uttar Pradesh,MORADABAD,Linseed,Rabi       
Uttar Pradesh,MUZAFFARNAGAR,Linseed,Rabi       
Uttar Pradesh,PILIBHIT,Linseed,Rabi       
Uttar Pradesh,PRATAPGARH,Linseed,Rabi       
Uttar Pradesh,RAE BARELI,Linseed,Rabi       
Uttar Pradesh,RAMPUR,Linseed,Rabi       
Uttar Pradesh,SAHARANPUR,Linseed,Rabi       
Uttar Pradesh,SAMBHAL,Linseed,Rabi       
Uttar Pradesh,SANT KABEER NAGAR,Linseed,Rabi       
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,Rabi       
Uttar Pradesh,SHAHJAHANPUR,Linseed,Rabi       
Uttar Pradesh,SHRAVASTI,Linseed,Rabi       
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,Rabi       
Uttar Pradesh,SITAPUR,Linseed,Rabi       
Uttar Pradesh,SONBHADRA,Linseed,Rabi       
Uttar Pradesh,SULTANPUR,Linseed,Rabi       
Uttar Pradesh,UDAM SINGH NAGAR,Linseed,Rabi       
Uttar Pradesh,UNNAO,Linseed,Rabi       
Uttar Pradesh,VARANASI,Linseed,Rabi       
Uttar Pradesh,AGRA,Maize,Kharif     
Uttar Pradesh,ALIGARH,Maize,Kharif     
Uttar Pradesh,ALLAHABAD,Maize,Kharif     
Uttar Pradesh,ALMORA,Maize,Kharif     
Uttar Pradesh,AMBEDKAR NAGAR,Maize,Kharif     
Uttar Pradesh,AMETHI,Maize,Kharif     
Uttar Pradesh,AMROHA,Maize,Kharif     
Uttar Pradesh,AURAIYA,Maize,Kharif     
Uttar Pradesh,AZAMGARH,Maize,Kharif     
Uttar Pradesh,BAGESHWAR,Maize,Kharif     
Uttar Pradesh,BAGHPAT,Maize,Kharif     
Uttar Pradesh,BAHRAICH,Maize,Kharif     
Uttar Pradesh,BALLIA,Maize,Kharif     
Uttar Pradesh,BALRAMPUR,Maize,Kharif     
Uttar Pradesh,BANDA,Maize,Kharif     
Uttar Pradesh,BARABANKI,Maize,Kharif     
Uttar Pradesh,BAREILLY,Maize,Kharif     
Uttar Pradesh,BASTI,Maize,Kharif     
Uttar Pradesh,BIJNOR,Maize,Kharif     
Uttar Pradesh,BUDAUN,Maize,Kharif     
Uttar Pradesh,BULANDSHAHR,Maize,Kharif     
Uttar Pradesh,CHAMOLI,Maize,Kharif     
Uttar Pradesh,CHAMPAWAT,Maize,Kharif     
Uttar Pradesh,CHANDAULI,Maize,Kharif     
Uttar Pradesh,CHITRAKOOT,Maize,Kharif     
Uttar Pradesh,DEHRADUN,Maize,Kharif     
Uttar Pradesh,DEORIA,Maize,Kharif     
Uttar Pradesh,ETAH,Maize,Kharif     
Uttar Pradesh,ETAWAH,Maize,Kharif     
Uttar Pradesh,FAIZABAD,Maize,Kharif     
Uttar Pradesh,FARRUKHABAD,Maize,Kharif     
Uttar Pradesh,FATEHPUR,Maize,Kharif     
Uttar Pradesh,FIROZABAD,Maize,Kharif     
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Maize,Kharif     
Uttar Pradesh,GHAZIABAD,Maize,Kharif     
Uttar Pradesh,GHAZIPUR,Maize,Kharif     
Uttar Pradesh,GONDA,Maize,Kharif     
Uttar Pradesh,GORAKHPUR,Maize,Kharif     
Uttar Pradesh,HAMIRPUR,Maize,Kharif     
Uttar Pradesh,HAPUR,Maize,Kharif     
Uttar Pradesh,HARDOI,Maize,Kharif     
Uttar Pradesh,HARIDWAR,Maize,Kharif     
Uttar Pradesh,HATHRAS,Maize,Kharif     
Uttar Pradesh,JALAUN,Maize,Kharif     
Uttar Pradesh,JAUNPUR,Maize,Kharif     
Uttar Pradesh,JHANSI,Maize,Kharif     
Uttar Pradesh,KANNAUJ,Maize,Kharif     
Uttar Pradesh,KANPUR DEHAT,Maize,Kharif     
Uttar Pradesh,KANPUR NAGAR,Maize,Kharif     
Uttar Pradesh,KASGANJ,Maize,Kharif     
Uttar Pradesh,KAUSHAMBI,Maize,Kharif     
Uttar Pradesh,KHERI,Maize,Kharif     
Uttar Pradesh,KUSHI NAGAR,Maize,Kharif     
Uttar Pradesh,LALITPUR,Maize,Kharif     
Uttar Pradesh,LUCKNOW,Maize,Kharif     
Uttar Pradesh,MAHARAJGANJ,Maize,Kharif     
Uttar Pradesh,MAHOBA,Maize,Kharif     
Uttar Pradesh,MAINPURI,Maize,Kharif     
Uttar Pradesh,MATHURA,Maize,Kharif     
Uttar Pradesh,MAU,Maize,Kharif     
Uttar Pradesh,MEERUT,Maize,Kharif     
Uttar Pradesh,MIRZAPUR,Maize,Kharif     
Uttar Pradesh,MORADABAD,Maize,Kharif     
Uttar Pradesh,MUZAFFARNAGAR,Maize,Kharif     
Uttar Pradesh,NAINITAL,Maize,Kharif     
Uttar Pradesh,PAURI GARHWAL,Maize,Kharif     
Uttar Pradesh,PILIBHIT,Maize,Kharif     
Uttar Pradesh,PITHORAGARH,Maize,Kharif     
Uttar Pradesh,PRATAPGARH,Maize,Kharif     
Uttar Pradesh,RAE BARELI,Maize,Kharif     
Uttar Pradesh,RAMPUR,Maize,Kharif     
Uttar Pradesh,RUDRA PRAYAG,Maize,Kharif     
Uttar Pradesh,SAHARANPUR,Maize,Kharif     
Uttar Pradesh,SAMBHAL,Maize,Kharif     
Uttar Pradesh,SANT KABEER NAGAR,Maize,Kharif     
Uttar Pradesh,SANT RAVIDAS NAGAR,Maize,Kharif     
Uttar Pradesh,SHAHJAHANPUR,Maize,Kharif     
Uttar Pradesh,SHAMLI,Maize,Kharif     
Uttar Pradesh,SHRAVASTI,Maize,Kharif     
Uttar Pradesh,SIDDHARTH NAGAR,Maize,Kharif     
Uttar Pradesh,SITAPUR,Maize,Kharif     
Uttar Pradesh,SONBHADRA,Maize,Kharif     
Uttar Pradesh,SULTANPUR,Maize,Kharif     
Uttar Pradesh,TEHRI GARHWAL,Maize,Kharif     
Uttar Pradesh,UDAM SINGH NAGAR,Maize,Kharif     
Uttar Pradesh,UNNAO,Maize,Kharif     
Uttar Pradesh,UTTAR KASHI,Maize,Kharif     
Uttar Pradesh,VARANASI,Maize,Kharif     
Uttar Pradesh,AGRA,Masoor,Rabi       
Uttar Pradesh,ALIGARH,Masoor,Rabi       
Uttar Pradesh,ALLAHABAD,Masoor,Rabi       
Uttar Pradesh,ALMORA,Masoor,Rabi       
Uttar Pradesh,AMBEDKAR NAGAR,Masoor,Rabi       
Uttar Pradesh,AMETHI,Masoor,Rabi       
Uttar Pradesh,AMROHA,Masoor,Rabi       
Uttar Pradesh,AURAIYA,Masoor,Rabi       
Uttar Pradesh,AZAMGARH,Masoor,Rabi       
Uttar Pradesh,BAGHPAT,Masoor,Rabi       
Uttar Pradesh,BAHRAICH,Masoor,Rabi       
Uttar Pradesh,BALLIA,Masoor,Rabi       
Uttar Pradesh,BALRAMPUR,Masoor,Rabi       
Uttar Pradesh,BANDA,Masoor,Rabi       
Uttar Pradesh,BARABANKI,Masoor,Rabi       
Uttar Pradesh,BAREILLY,Masoor,Rabi       
Uttar Pradesh,BASTI,Masoor,Rabi       
Uttar Pradesh,BIJNOR,Masoor,Rabi       
Uttar Pradesh,BUDAUN,Masoor,Rabi       
Uttar Pradesh,BULANDSHAHR,Masoor,Rabi       
Uttar Pradesh,CHAMOLI,Masoor,Rabi       
Uttar Pradesh,CHANDAULI,Masoor,Rabi       
Uttar Pradesh,CHITRAKOOT,Masoor,Rabi       
Uttar Pradesh,DEHRADUN,Masoor,Rabi       
Uttar Pradesh,DEORIA,Masoor,Rabi       
Uttar Pradesh,ETAH,Masoor,Rabi       
Uttar Pradesh,ETAWAH,Masoor,Rabi       
Uttar Pradesh,FAIZABAD,Masoor,Rabi       
Uttar Pradesh,FARRUKHABAD,Masoor,Rabi       
Uttar Pradesh,FATEHPUR,Masoor,Rabi       
Uttar Pradesh,FIROZABAD,Masoor,Rabi       
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Masoor,Rabi       
Uttar Pradesh,GHAZIABAD,Masoor,Rabi       
Uttar Pradesh,GHAZIPUR,Masoor,Rabi       
Uttar Pradesh,GONDA,Masoor,Rabi       
Uttar Pradesh,GORAKHPUR,Masoor,Rabi       
Uttar Pradesh,HAMIRPUR,Masoor,Rabi       
Uttar Pradesh,HAPUR,Masoor,Rabi       
Uttar Pradesh,HARDOI,Masoor,Rabi       
Uttar Pradesh,HARIDWAR,Masoor,Rabi       
Uttar Pradesh,HATHRAS,Masoor,Rabi       
Uttar Pradesh,JALAUN,Masoor,Rabi       
Uttar Pradesh,JAUNPUR,Masoor,Rabi       
Uttar Pradesh,JHANSI,Masoor,Rabi       
Uttar Pradesh,KANNAUJ,Masoor,Rabi       
Uttar Pradesh,KANPUR DEHAT,Masoor,Rabi       
Uttar Pradesh,KANPUR NAGAR,Masoor,Rabi       
Uttar Pradesh,KASGANJ,Masoor,Rabi       
Uttar Pradesh,KAUSHAMBI,Masoor,Rabi       
Uttar Pradesh,KHERI,Masoor,Rabi       
Uttar Pradesh,KUSHI NAGAR,Masoor,Rabi       
Uttar Pradesh,LALITPUR,Masoor,Rabi       
Uttar Pradesh,LUCKNOW,Masoor,Rabi       
Uttar Pradesh,MAHARAJGANJ,Masoor,Rabi       
Uttar Pradesh,MAHOBA,Masoor,Rabi       
Uttar Pradesh,MAINPURI,Masoor,Rabi       
Uttar Pradesh,MATHURA,Masoor,Rabi       
Uttar Pradesh,MAU,Masoor,Rabi       
Uttar Pradesh,MEERUT,Masoor,Rabi       
Uttar Pradesh,MIRZAPUR,Masoor,Rabi       
Uttar Pradesh,MORADABAD,Masoor,Rabi       
Uttar Pradesh,MUZAFFARNAGAR,Masoor,Rabi       
Uttar Pradesh,NAINITAL,Masoor,Rabi       
Uttar Pradesh,PAURI GARHWAL,Masoor,Rabi       
Uttar Pradesh,PILIBHIT,Masoor,Rabi       
Uttar Pradesh,PITHORAGARH,Masoor,Rabi       
Uttar Pradesh,PRATAPGARH,Masoor,Rabi       
Uttar Pradesh,RAE BARELI,Masoor,Rabi       
Uttar Pradesh,RAMPUR,Masoor,Rabi       
Uttar Pradesh,SAHARANPUR,Masoor,Rabi       
Uttar Pradesh,SAMBHAL,Masoor,Rabi       
Uttar Pradesh,SANT KABEER NAGAR,Masoor,Rabi       
Uttar Pradesh,SANT RAVIDAS NAGAR,Masoor,Rabi       
Uttar Pradesh,SHAHJAHANPUR,Masoor,Rabi       
Uttar Pradesh,SHAMLI,Masoor,Rabi       
Uttar Pradesh,SHRAVASTI,Masoor,Rabi       
Uttar Pradesh,SIDDHARTH NAGAR,Masoor,Rabi       
Uttar Pradesh,SITAPUR,Masoor,Rabi       
Uttar Pradesh,SONBHADRA,Masoor,Rabi       
Uttar Pradesh,SULTANPUR,Masoor,Rabi       
Uttar Pradesh,TEHRI GARHWAL,Masoor,Rabi       
Uttar Pradesh,UDAM SINGH NAGAR,Masoor,Rabi       
Uttar Pradesh,UNNAO,Masoor,Rabi       
Uttar Pradesh,UTTAR KASHI,Masoor,Rabi       
Uttar Pradesh,VARANASI,Masoor,Rabi       
Uttar Pradesh,AGRA,Moong(Green Gram),Kharif     
Uttar Pradesh,ALIGARH,Moong(Green Gram),Kharif     
Uttar Pradesh,ALLAHABAD,Moong(Green Gram),Kharif     
Uttar Pradesh,AMBEDKAR NAGAR,Moong(Green Gram),Kharif     
Uttar Pradesh,AMETHI,Moong(Green Gram),Kharif     
Uttar Pradesh,AMROHA,Moong(Green Gram),Kharif     
Uttar Pradesh,AURAIYA,Moong(Green Gram),Kharif     
Uttar Pradesh,AZAMGARH,Moong(Green Gram),Kharif     
